Entry,Component_A_SMILES,Component_B_SMILES,Component_C_SMILES,Product_SMILES,Yield_Percent,Is_Synthesizable,Z_ID
1034,Cl.Nc1cc(c(Cl)cn1)C(F)(F)F,CN(C)Cc1cc(C=O)no1,FC1(F)CC(C1)[N+]#[C-],"CN(C)CC1=CC(=NO1)C1=C(NC2CC(F)(F)C2)N2C=C(Cl)C(=CC2=N1)C(F)(F)F |c:6,10,24,27,t:4,21|",0,FALSE,Z8849597801
1035,Nc1cccc(n1)c2nn[nH]n2,CC(C)n1nc(C)c(C=O)c1C,CSCCC[N+]#[C-],"CSCCCNC1=C(N=C2C=CC=C(N12)C1=NNN=N1)C1=C(C)N(N=C1C)C(C)C |c:10,12,20,23,27,t:6,8,17|",0,FALSE,Z8855739120
1036,COCCN(C)c1ccc(N)nc1,CC#CCCCC=O,COC(=O)CCC([N+]#[C-])C(=O)OC,"COCCN(C)C1=CN2C(C=C1)=NC(CCCC#CC)=C2NC(CCC(=O)OC)C(=O)OC |c:10,12,20,t:6|",0,FALSE,Z8808559870
1037,NC(=O)c1ccc(N)nn1,COC(=O)c1ccc(C=O)n1C,CCOC(=O)CC[N+]#[C-],"CCOC(=O)CCNC1=C(N=C2C=CC(=NN12)C(N)=O)C1=CC=C(N1C)C(=O)OC |c:12,14,24,t:8,10,22|",0,FALSE,Z8798985052
1038,Nc1ccc2nccn2n1,O=Cc1ncco1,C[N+]#[C-],"CNC1=C(N=C2C=CC3=NC=CN3N12)C1=NC=CO1 |c:6,10,19,t:2,4,8,17|",0,FALSE,Z8846491979
1039,Nc1ccc2c(=O)[nH]c(=O)[nH]c2n1,COc1ncc(C)cc1C=O,[C-]#[N+]c1ccc2OCOc2c1,"COC1=C(C=C(C)C=N1)C1=C(NC2=CC3=C(OCO3)C=C2)N2C(C=CC3=C2NC(=O)NC3=O)=N1 |c:7,10,21,26,28,37,t:2,4,13,15|",0,FALSE,Z8837933184
1040,CP(=O)(C)c1ccc(N)nc1,CC(C)(C)OC(=O)N1CC2(CCC2)C1C=O,CC(C)(C)[N+]#[C-],"CC(C)(C)NC1=C(N=C2C=CC(=CN12)P(C)(C)=O)C1N(CC11CCC1)C(=O)OC(C)(C)C |c:9,11,t:5,7|",0,FALSE,Z8837933158
1041,COC(=O)c1ccc(N)nc1F,COCc1nocc1C=O,COC(=O)C1(CCCC1)[N+]#[C-],"COCC1=NOC=C1C1=C(NC2(CCCC2)C(=O)OC)N2C(C=CC(C(=O)OC)=C2F)=N1 |c:6,9,24,30,33,t:3|",0,FALSE,Z8837933155
1042,Nc1nccc2nccnc12,CCn1cnc(C=O)n1,COCC[N+]#[C-],"CCN1C=NC(=N1)C1=C(NCCOC)N2C=CC3=C(N=CC=N3)C2=N1 |c:3,5,8,16,20,22,26,t:18|",0,FALSE,Z8855619535
1043,COC(=O)c1cnc(N)c(C)c1,CCOC(=O)C=O,CC[N+]#[C-],"CCNC1=C(N=C2N1C=C(C=C2C)C(=O)OC)C(=O)OCC |c:5,9,11,t:3|",0,FALSE,Z8878918801
1044,Nc1nccnc1N2CCCC2,CN(C)Cc1cnc(C=O)s1,COCC[N+]#[C-],"COCCNC1=C(N=C2N1C=CN=C2N1CCCC1)C1=NC=C(CN(C)C)S1 |c:7,11,13,t:5,22,24|",0,FALSE,Z8878918774
1045,COC(=O)c1cncc(N)n1,Cc1nn(CCCl)c(C)c1C=O,COc1cccc([N+]#[C-])c1,"COC(=O)C1=CN=CC2=NC(=C(NC3=CC(OC)=CC=C3)N12)C1=C(C)N(CCCl)N=C1C |c:6,17,19,25,32,t:4,8,10,13|",0,FALSE,Z8878918673
1046,CNC(=O)c1ccc(N)nc1,O=Cc1nnc2CCCn12,Cc1cc(F)ccc1[N+]#[C-],"CNC(=O)C1=CN2C(C=C1)=NC(=C2NC1=C(C)C=C(F)C=C1)C1=NN=C2CCCN12 |c:8,10,12,16,22,t:4,19,25,27|",0,FALSE,Z8878918671
1047,Nc1ccc(cn1)c2nn[nH]n2,COCCn1nc(C)c(C=O)c1C,[C-]#[N+]C1CCC1,"COCCN1N=C(C)C(=C1C)C1=C(NC2CCC2)N2C=C(C=CC2=N1)C1=NNN=N1 |c:8,12,21,23,26,32,t:5,29|",0,FALSE,Z8878918647
1048,Nc1ccc2ccc(=O)[nH]c2n1,Cc1c(C)n(C)c(C)c1C=O,COC(=O)C1(CCCC1)[N+]#[C-],"COC(=O)C1(CCCC1)NC1=C(N=C2C=CC3=C(NC(=O)C=C3)N12)C1=C(C)N(C)C(C)=C1C |c:15,22,28,34,t:11,13,17|",0,FALSE,Z8878918476
1049,Nc1cc(cnn1)C(F)(F)F,FC(F)(F)c1nc(Br)c(C=O)s1,[C-]#[N+]C1COC1,"FC(F)(F)C1=NC(Br)=C(S1)C1=C(NC2COC2)N2N=CC(=CC2=N1)C(F)(F)F |c:7,11,20,22,25,t:4|",0,FALSE,Z8873684720
1050,CCC(C)Oc1cccc(N)n1,Cn1cnc(C=O)n1,CCOC(=O)CC[N+]#[C-],"CCOC(=O)CCNC1=C(N=C2C=CC=C(OC(C)CC)N12)C1=NN(C)C=N1 |c:12,28,t:8,10,14,24|",0,FALSE,Z8873684653
1051,Br.Nc1cc(CBr)ccn1,Cn1ncc(C=O)c1F,COC(=O)CCC([N+]#[C-])C(=O)OC,"COC(=O)CCC(NC1=C(N=C2C=C(CBr)C=CN12)C1=C(F)N(C)N=C1)C(=O)OC |c:16,21,26,t:8,10,12|",0,FALSE,Z8829498702
1052,COC(=O)c1cnc2nc(N)ccc2c1,O=CCCc1cnccn1,Fc1ccc([N+]#[C-])cc1,"COC(=O)C1=CC2=C(N=C1)N1C(C=C2)=NC(CCC2=NC=CN=C2)=C1NC1=CC=C(F)C=C1 |c:6,8,13,15,22,24,26,35,t:4,20,30,32|",0,FALSE,Z8829498469
1053,Nc1ccc(OCCO)cn1,COc1cnncc1C=O,[C-]#[N+]CC1CC1,"COC1=C(C=NN=C1)C1=C(NCC2CC2)N2C=C(OCCO)C=CC2=N1 |c:4,6,9,24,27,t:2,18|",0,FALSE,Z8854581165
1054,Nc1ccc(C#C)c(F)n1,CS(=O)(=O)N1CCCC(C1)C=O,[C-]#[N+]CC1CC1,"CS(=O)(=O)N1CCCC(C1)C1=C(NCC2CC2)N2C(C=CC(C#C)=C2F)=N1 |c:11,21,25,28|",0,FALSE,Z8854581152
1055,Nc1cc(CO)ccn1,Cn1nnc(Br)c1C=O,CCOC(=O)CCC[N+]#[C-],"CCOC(=O)CCCNC1=C(N=C2C=C(CO)C=CN12)C1=C(Br)N=NN1C |c:17,22,25,t:9,11,13|",0,FALSE,Z8835022869
1056,CC(=O)Nc1ccc(N)nc1,CC(C)(C)OC(=O)N[C@H]1C[C@H](C1)C=O,[C-]#[N+]CC1CCOC1,"CC(=O)NC1=CN2C(NCC3CCOC3)=C(N=C2C=C1)[C@@H]1C[C@@H](C1)NC(=O)OC(C)(C)C |r,c:15,17,20,t:4|",0,FALSE,Z8837933177
1057,Nc1ccc(cn1)N2CCNC(=O)C2,Cn1cc(C=O)c2ccncc2c1=O,COCCC[N+]#[C-],"COCCCNC1=C(N=C2C=CC(=CN12)N1CCNC(=O)C1)C1=CN(C)C(=O)C2=C1C=CN=C2 |c:10,12,31,34,36,t:6,8,25|",0,FALSE,Z8837933150
1058,Cn1cnnc1c2ccnc(N)c2,COC(=O)c1cc(C)c(C=O)cn1,COc1ccc([N+]#[C-])c(OC)c1,"COC(=O)C1=NC=C(C2=C(NC3=C(OC)C=C(OC)C=C3)N3C=CC(=CC3=N2)C2=NN=CN2C)C(C)=C1 |c:8,11,19,23,25,28,33,39,t:4,6,15,31|",0,FALSE,Z8837933147
1059,COc1ccnc(N)c1,Cn1nc(Br)nc1C=O,[C-]#[N+]C1CC1,"COC1=CC2=NC(=C(NC3CC3)N2C=C1)C1=NC(Br)=NN1C |c:15,21,t:2,4,6,18|",0,FALSE,Z8855619768
1060,Cl.Cl.Nc1ccc2nc[nH]c2n1,O=CC1CC2(C1)CCCO2,CC(C)(C)OC(=O)N1CCC(C1)[N+]#[C-],"CC(C)(C)OC(=O)N1CCC(C1)NC1=C(N=C2C=CC3=C(NC=N3)N12)C1CC2(C1)CCCO2 |c:18,23,t:14,16,20|",0,FALSE,Z8878918829
1061,COc1nc(Cl)cnc1N,CCOC(=O)c1cc(C=O)on1,[C-]#[N+]CC1CCOC1,"CCOC(=O)C1=NOC(=C1)C1=C(NCC2CCOC2)N2C=C(Cl)N=C(OC)C2=N1 |c:8,11,30,t:5,22,25|",0,FALSE,Z8878918770
1062,CC(=O)Nc1ccnc(N)c1,BrC1(Br)CC1C=O,CSCCC[N+]#[C-],"CSCCCNC1=C(N=C2C=C(NC(C)=O)C=CN12)C1CC1(Br)Br |c:16,t:6,8,10|",0,FALSE,Z8878918596
1063,Nc1cc(C#N)c(Cl)cn1,O=Cc1ccn2cncc2c1,[C-]#[N+]CC1CCOC1,"ClC1=CN2C(C=C1C#N)=NC(=C2NCC1CCOC1)C1=CC2=CN=CN2C=C1 |c:5,9,11,26,30,t:1,22,24|",0,FALSE,Z8878918538
1064,Nc1ccc2c(Cl)ccnc2n1,CC(O)c1ncc(C=O)s1,CCOCC[N+]#[C-],"CCOCCNC1=C(N=C2C=CC3=C(N=CC=C3Cl)N12)C1=CN=C(S1)C(C)O |c:10,14,16,25,t:6,8,12,23|",0,FALSE,Z8878918509
1065,Nc1ncccc1C#N,O=Cc1ccc(C#C)nc1,COC(=O)C1CC(C1)[N+]#[C-],"COC(=O)C1CC(C1)NC1=C(N=C2N1C=CC=C2C#N)C1=CN=C(C=C1)C#C |c:12,16,18,25,27,t:10,23|",0,FALSE,Z8878918485
1066,Nc1ccc2ccc(=O)[nH]c2n1,Cn1ccc(C=O)cc1=O,COC(=O)C1(CCCC1)[N+]#[C-],"COC(=O)C1(CCCC1)NC1=C(N=C2C=CC3=C(NC(=O)C=C3)N12)C1=CC(=O)N(C)C=C1 |c:15,22,34,t:11,13,17,28|",0,FALSE,Z8878918355
1067,Nc1cc(Br)cc(F)n1,CP(=O)(C)c1cc(C=O)ccn1,COC(=O)C1CC(C1)[N+]#[C-],"COC(=O)C1CC(C1)NC1=C(N=C2C=C(Br)C=C(F)N12)C1=CC(=NC=C1)P(C)(C)=O |c:25,27,t:10,12,14,17,23|",0,FALSE,Z8873684748
1068,COc1nc(Br)cnc1N,O=Cc1csc(c1)C2OCCO2,[C-]#[N+]CC1CCOC1,"COC1=NC(Br)=CN2C(NCC3CCOC3)=C(N=C12)C1=CSC(=C1)C1OCCO1 |c:5,16,25,t:2,18,22|",0,FALSE,Z8873684745
1069,COC(=O)c1ccc(N)nc1Cl,CCOC(=O)C=O,CC[N+]#[C-],"CCNC1=C(N=C2C=CC(C(=O)OC)=C(Cl)N12)C(=O)OCC |c:7,t:3,5,13|",0,FALSE,Z8873684725
1070,COC(=O)c1cncc(N)n1,Cc1nc(C)c(C=O)nc1C,COc1cccc([N+]#[C-])c1,"COC(=O)C1=CN=CC2=NC(=C(NC3=CC(OC)=CC=C3)N12)C1=C(C)N=C(C)C(C)=N1 |c:6,17,19,25,32,t:4,8,10,13,28|",0,FALSE,Z8873684709
1071,Nc1ccc2ccc(=O)[nH]c2n1,Cc1nn(C)nc1C=O,COc1cccc([N+]#[C-])c1,"COC1=CC(NC2=C(N=C3C=CC4=C(NC(=O)C=C4)N23)C2=NN(C)N=C2C)=CC=C1 |c:10,17,27,30,32,t:2,6,8,12,23|",0,FALSE,Z8873685367
1072,Nc1ncccc1OCc2ccncc2,NC(=O)c1cnn2cc(C=O)cnc12,CC(=C)C[N+]#[C-],"CC(=C)CNC1=C(N=C2N1C=CC=C2OCC1=CC=NC=C1)C1=CN2N=CC(C(N)=O)=C2N=C1 |c:7,11,13,20,22,28,33,36,t:5,18,25|",0,FALSE,Z8873684842
1073,Nc1ccc(C#N)cn1,O=Cc1nnc2CCCn12,Cc1cc(F)ccc1[N+]#[C-],"CC1=C(NC2=C(N=C3C=CC(=CN23)C#N)C2=NN=C3CCCN23)C=CC(F)=C1 |c:1,8,10,27,30,t:4,6,17,19|",0,FALSE,Z8873684824
1074,Cl.COc1ccc(C)c(N)n1,Cc1cc(C=O)on1,CSCC[N+]#[C-],"COC1=CC=C(C)C2=NC(C3=CC(C)=NO3)=C(NCCSC)N12 |c:13,t:2,4,7,10,16|",0,FALSE,Z8873684801
1075,COc1ccc(F)c(N)n1,CCn1cnc(C=O)n1,CSCC[N+]#[C-],"CCN1C=NC(=N1)C1=C(NCCSC)N2C(=N1)C(F)=CC=C2OC |c:3,5,8,16,20,22|",0,FALSE,Z8829498705
1076,COCCN(C)c1ccc(N)nc1,OCc1ccccc1C=O,[C-]#[N+]C1CC1,"COCCN(C)C1=CN2C(C=C1)=NC(=C2NC1CC1)C1=C(CO)C=CC=C1 |c:10,12,14,22,26,28,t:6|",0,FALSE,Z8829498587
1077,CP(=O)(C)c1cnc(N)cn1,Cc1nn(c(C)c1C=O)c2ccccn2,[C-]#[N+]C1CCOCC1,"CC1=NN(C(C)=C1C1=C(NC2CCOCC2)N2C=C(N=CC2=N1)P(C)(C)=O)C1=NC=CC=C1 |c:5,8,19,21,24,33,35,t:1,31|",0,FALSE,Z8854581148
1078,Nc1nccnc1OC2CCC2,COc1cnncc1C=O,[C-]#[N+]CC1CCOC1,"COC1=C(C=NN=C1)C1=C(NCC2CCOC2)N2C=CN=C(OC3CCC3)C2=N1 |c:4,6,9,20,31,t:2,22|",0,FALSE,Z8849597838
1079,CP(=O)(C)c1cnc(N)cn1,COc1ccc2[nH]nc(C=O)c2c1,CSCCC[N+]#[C-],"COC1=CC2=C(NN=C2C2=C(NCCCSC)N3C=C(N=CC3=N2)P(C)(C)=O)C=C1 |c:7,10,19,21,24,31,t:2,4|",0,FALSE,Z8849597799
1080,Nc1ccc(C#C)c(F)n1,Cn1nc(C=O)c2COCCc21,CC(=C)C[N+]#[C-],"CN1N=C(C2=C1CCOC2)C1=C(NCC(C)=C)N2C(C=CC(C#C)=C2F)=N1 |c:2,4,12,21,25,28|",0,FALSE,Z8855739188
1081,Cc1ccc(N)nc1,O=Cc1cccc2ncnn12,C[N+]#[C-],"CNC1=C(N=C2C=CC(C)=CN12)C1=CC=CC2=NC=NN12 |c:6,9,16,20,t:2,4,14,18|",0,FALSE,Z8798985036
1082,Cl.Cc1ccnc(N)c1C,COc1ncnc(C=O)c1OC,[C-]#[N+]C1CC1,"COC1=C(OC)C(=NC=N1)C1=C(NC2CC2)N2C=CC(C)=C(C)C2=N1 |c:2,6,8,11,19,26,t:22|",0,FALSE,Z88464921531
1083,CC(C)c1nccnc1N,Cn1nc(nc1C=O)C(F)(F)F,[C-]#[N+]C1CCC1,"CC(C)C1=NC=CN2C(NC3CCC3)=C(N=C12)C1=NC(=NN1C)C(F)(F)F |c:5,14,22,t:3,16,20|",0,FALSE,Z8846491988
1084,Nc1nc(F)ccc1C#C,O=Cc1cnc2CCOCc2c1,CCOC(=O)CC[N+]#[C-],"CCOC(=O)CCNC1=C(N=C2N1C(F)=CC=C2C#C)C1=CC2=C(CCOC2)N=C1 |c:10,15,17,31,t:8,22,24|",0,FALSE,Z8846491751
1085,NC(=O)c1ccc(N)nn1,COc1cc(C=O)c(F)cn1,[C-]#[N+]c1ccc2OCCOc2c1,"COC1=NC=C(F)C(=C1)C1=C(NC2=CC3=C(OCCO3)C=C2)N2N=C(C=CC2=N1)C(N)=O |c:7,10,22,26,28,31,t:2,4,13,15|",0,FALSE,Z8837933142
1086,CNC(=O)c1ccc(N)nn1,Cc1cc(C=O)cc(Cl)n1,C[N+]#[C-],"CNC(=O)C1=NN2C(C=C1)=NC(=C2NC)C1=CC(Cl)=NC(C)=C1 |c:8,10,12,20,23,t:4,17|",0,FALSE,Z8837933138
1087,Nc1ccc2ccc(=O)[nH]c2n1,O=Cc1cnc(nc1)N2CCOCC2,COC(=O)C1(CCCC1)[N+]#[C-],"COC(=O)C1(CCCC1)NC1=C(N=C2C=CC3=C(NC(=O)C=C3)N12)C1=CN=C(N=C1)N1CCOCC1 |c:15,22,30,32,t:11,13,17,28|",0,FALSE,Z8878918895
1088,Cl.Nc1cc(CCl)ccn1,CC1(C)CC(CC=O)CCO1,COC(=O)CCC([N+]#[C-])C(=O)OC,"COC(=O)CCC(NC1=C(CC2CCOC(C)(C)C2)N=C2C=C(CCl)C=CN12)C(=O)OC |c:8,26,t:20,22|",0,FALSE,Z8878918846
1089,Nc1nccc2nccnc12,O=Cc1nc2CCCCc2s1,COCC[N+]#[C-],"COCCNC1=C(N=C2N1C=CC1=C2N=CC=N1)C1=NC2=C(CCCC2)S1 |c:7,11,13,16,18,t:5,21,23|",0,FALSE,Z8878918501
1090,Nc1nccc2nccnc12,CN(C)S(=O)(=O)c1cccc(C=O)c1,CCOC(=O)CCC[N+]#[C-],"CCOC(=O)CCCNC1=C(N=C2N1C=CC1=C2N=CC=N1)C1=CC(=CC=C1)S(=O)(=O)N(C)C |c:11,15,17,20,22,27,29,t:9,25|",0,FALSE,Z8878918356
1091,Cl.CC(C)Oc1cccc(N)n1,Cc1cnc(C=O)cn1,[C-]#[N+]C1COC1,"CC(C)OC1=CC=CC2=NC(=C(NC3COC3)N12)C1=NC=C(C)N=C1 |c:6,26,t:4,8,10,21,23|",0,FALSE,Z8873684718
1092,Nc1ccc2ccc(=O)[nH]c2n1,O=Cc1cnc(nc1)N2CCOCC2,CCC(C)[N+]#[C-],"CCC(C)NC1=C(N=C2C=CC3=C(NC(=O)C=C3)N12)C1=CN=C(N=C1)N1CCOCC1 |c:9,16,24,26,t:5,7,11,22|",0,FALSE,Z8873685341
1093,Nc1ccc(cn1)c2nn[nH]n2,Fc1cc(ccc1C=O)c2ncco2,CC[N+]#[C-],"CCNC1=C(N=C2C=CC(=CN12)C1=NNN=N1)C1=C(F)C=C(C=C1)C1=NC=CO1 |c:7,9,17,20,23,25,30,t:3,5,14,28|",0,FALSE,Z8873685268
1094,Cl.Nc1nc(Br)ccc1CCl,Cc1nn(CCO)c(C)c1C=O,[C-]#[N+]CC1CC1,"CC1=NN(CCO)C(C)=C1C1=C(NCC2CC2)N2C(=N1)C(CCl)=CC=C2Br |c:8,11,20,25,27,t:1|",0,FALSE,Z88736849251
1095,Nc1ccc2OCC(=O)Nc2n1,COc1cc(C)ccc1C=O,CCOCC[N+]#[C-],"CCOCCNC1=C(N=C2C=CC3=C(NC(=O)CO3)N12)C1=C(OC)C=C(C)C=C1 |c:10,23,30,t:6,8,12,27|",0,FALSE,Z8873684903
1096,Nc1ncccc1c2nnn[nH]2,CC(=O)Nc1ccc(C=O)cn1,COc1ccc([N+]#[C-])cc1,"COC1=CC=C(NC2=C(N=C3N2C=CC=C3C2=NN=NN2)C2=CN=C(NC(C)=O)C=C2)C=C1 |c:9,13,15,20,32,35,t:2,4,7,18,24,26|",0,FALSE,Z8829498711
1097,CC(C)Oc1nccnc1N,Fc1cc(C=O)c(F)c(F)n1,[C-]#[N+]CC1CCOC1,"CC(C)OC1=NC=CN2C(NCC3CCOC3)=C(N=C12)C1=C(F)C(F)=NC(F)=C1 |c:6,17,23,27,30,t:4,19|",0,FALSE,Z8829498569
1098,Cc1cnc(C)c(N)n1,Cn1nncc1C=O,[C-]#[N+]C1CC1,"CN1N=NC=C1C1=C(NC2CC2)N2C(=N1)C(C)=NC=C2C |c:2,4,7,15,19,21|",0,FALSE,Z8835022914
1099,Nc1nc(F)ccc1C#C,COC1(CC(C1)C=O)OC,[C-]#[N+]c1ccc2OCCOc2c1,"COC1(CC(C1)C1=C(NC2=CC3=C(OCCO3)C=C2)N2C(=N1)C(=CC=C2F)C#C)OC |c:7,19,23,26,28,t:10,12|",0,FALSE,Z8835022909
1100,Nc1cnc(C#C)c(Cl)n1,CC(C=O)C1CCOC1,[C-]#[N+]C1CCC1,"CC(C1CCOC1)C1=C(NC2CCC2)N2C(C=NC(C#C)=C2Cl)=N1 |c:8,18,22,25|",0,FALSE,Z8835022907
1101,CCc1cccc(N)n1,COc1nn(C)cc1C=O,[C-]#[N+]C1CC1,"CCC1=CC=CC2=NC(=C(NC3CC3)N12)C1=CN(C)N=C1OC |c:4,22,t:2,6,8,18|",0,FALSE,Z8855739210
1102,Nc1ccc(nn1)C(F)(F)F,CN(C)Cc1cc(C=O)no1,COc1ccccc1C[N+]#[C-],"COC1=C(CNC2=C(N=C3C=CC(=NN23)C(F)(F)F)C2=NOC(CN(C)C)=C2)C=CC=C1 |c:2,10,12,28,31,33,t:6,8,21|",0,FALSE,Z8855739129
1103,Nc1ncccc1N2CCCC2,CC(C)n1ccc(C=O)n1,COCC[N+]#[C-],"COCCNC1=C(N=C2N1C=CC=C2N1CCCC1)C1=NN(C=C1)C(C)C |c:7,11,13,25,t:5,22|",0,FALSE,Z8855739106
1104,COC(=O)c1ccc(N)nc1F,Cc1c(C=O)cnn1CC(F)(F)F,CCC(C)[N+]#[C-],"CCC(C)NC1=C(N=C2C=CC(C(=O)OC)=C(F)N12)C1=C(C)N(CC(F)(F)F)N=C1 |c:9,21,30,t:5,7,15|",0,FALSE,Z8810903011
1105,CNC(=O)c1ccc(N)nn1,COC(=O)c1cc(C=O)n(C)n1,COc1ccc(C[N+]#[C-])cc1,"CNC(=O)C1=NN2C(C=C1)=NC(=C2NCC1=CC=C(OC)C=C1)C1=CC(=NN1C)C(=O)OC |c:8,10,12,23,28,t:4,17,19,26|",0,FALSE,Z8810902985
1106,Nc1ncccc1N2CCCC2,O=CC1CC21CCCOC2,COCC[N+]#[C-],"COCCNC1=C(N=C2N1C=CC=C2N1CCCC1)C1CC11CCCOC1 |c:7,11,13,t:5|",0,FALSE,Z88109029641
1107,Nc1ncccc1c2nnn[nH]2,O=Cc1ccc(C#N)cn1,CC([N+]#[C-])c1ccccc1,"CC(NC1=C(N=C2N1C=CC=C2C1=NN=NN1)C1=NC=C(C=C1)C#N)C1=CC=CC=C1 |c:5,9,11,16,22,24,31,33,t:3,14,20,29|",0,FALSE,Z8798985051
1108,NC(=O)c1ccnc(N)c1,Clc1nc2sccn2c1C=O,[C-]#[N+]C1CCC1,"NC(=O)C1=CC2=NC(=C(NC3CCC3)N2C=C1)C1=C(Cl)N=C2SC=CN12 |c:17,20,26,t:3,5,7,23|",0,FALSE,Z8846492139
1109,Nc1cncc(Cl)n1,CCn1nnc(C=O)n1,COc1ccc(C[N+]#[C-])cc1,"CCN1N=NC(=N1)C1=C(NCC2=CC=C(OC)C=C2)N2C(C=NC=C2Cl)=N1 |c:3,5,8,18,23,25,28,t:12,14|",0,FALSE,Z8837933149
1110,Nc1ccc(C#C)c(F)n1,O=CCCC1OCCO1,[C-]#[N+]CC1CC1,"FC1=C(C=CC2=NC(CCC3OCCO3)=C(NCC3CC3)N12)C#C |c:3,t:1,5,15|",0,FALSE,Z8855619583
1111,Nc1ccc(C#C)c(F)n1,Cn1nc2CCCc2c1C=O,[C-]#[N+]C1CCOC1,"CN1N=C2CCCC2=C1C1=C(NC2CCOC2)N2C(C=CC(C#C)=C2F)=N1 |c:8,11,22,26,29,t:2|",0,FALSE,Z8855619516
1112,COc1ccnc(N)c1,Cn1cc(C=O)c(Cl)n1,[C-]#[N+]C1CC1,"COC1=CC2=NC(=C(NC3CC3)N2C=C1)C1=CN(C)N=C1Cl |c:15,22,t:2,4,6,18|",0,FALSE,Z8855619513
1113,Nc1nccc2nccnc12,CN(C)Cc1cnc(C=O)s1,Fc1ccc(C[N+]#[C-])cc1,"CN(C)CC1=CN=C(S1)C1=C(NCC2=CC=C(F)C=C2)N2C=CC3=C(N=CC=N3)C2=N1 |c:6,10,19,23,27,29,33,t:4,14,16,25|",0,FALSE,Z8878918854
1114,Cl.Cc1nc2ccc(N)nc2[nH]1,COC1CC2(C1)CC(C2)C=O,CCC(C)[N+]#[C-],"CCC(C)NC1=C(N=C2C=CC3=C(NC(C)=N3)N12)C1CC2(CC(C2)OC)C1 |c:9,15,t:5,7,11|",0,FALSE,Z8878918595
1115,Nc1ccc2ccc(=O)[nH]c2n1,O=Cc1cnc(s1)c2cnccn2,COc1cccc([N+]#[C-])c1,"COC1=CC(NC2=C(N=C3C=CC4=C(NC(=O)C=C4)N23)C2=CN=C(S2)C2=NC=CN=C2)=CC=C1 |c:10,17,25,31,33,35,37,t:2,6,8,12,23,29|",0,FALSE,Z8878918353
1116,Nc1ccc2cc(Cl)cnc2n1,Cn1ccc(C=O)cc1=O,COC(=O)C1(CCCC1)[N+]#[C-],"COC(=O)C1(CCCC1)NC1=C(N=C2C=CC3=C(N=CC(Cl)=C3)N12)C1=CC(=O)N(C)C=C1 |c:15,19,22,34,t:11,13,17,28|",0,FALSE,Z8873684787
1117,Cl.Cl.Nc1ccc2nc[nH]c2n1,O=CCC1CCOC1=O,CCC(C)[N+]#[C-],"CCC(C)NC1=C(CC2CCOC2=O)N=C2C=CC3=C(NC=N3)N12 |c:5,17,22,t:15,19|",0,FALSE,Z8873685393
1118,Nc1ncccc1C#N,COC(=O)c1ccc2nc(C=O)ccc2c1,[C-]#[N+]C1COC1,"COC(=O)C1=CC2=C(C=C1)N=C(C=C2)C1=C(NC2COC2)N2C=CC=C(C#N)C2=N1 |c:6,8,11,13,16,25,32,t:4,27|",0,FALSE,Z8873685313
1119,Cl.Cc1nc2ccc(N)nc2[nH]1,COC1CC2(C1)CC(C2)C=O,CCOCC[N+]#[C-],"CCOCCNC1=C(N=C2C=CC3=C(NC(C)=N3)N12)C1CC2(CC(C2)OC)C1 |c:10,16,t:6,8,12|",0,FALSE,Z8873685309
1120,CCOc1cncc(N)n1,Oc1ccncc1C=O,[C-]#[N+]C1CCC1,"CCOC1=CN=CC2=NC(=C(NC3CCC3)N12)C1=C(O)C=CN=C1 |c:5,20,23,25,t:3,7,9|",0,FALSE,Z8873684915
1121,Nc1cncc(Cl)n1,Cl.C=Cc1cncc(C=O)c1,C[N+]#[C-],"CNC1=C(N=C2C=NC=C(Cl)N12)C1=CC(C=C)=CN=C1 |c:6,18,20,t:2,4,8,14|",0,FALSE,Z8829498655
1122,Nc1ccc(cn1)S(=O)(=O)N,CC1OCCC1C=O,COc1ccc([N+]#[C-])cc1,"COC1=CC=C(NC2=C(N=C3C=CC(=CN23)S(N)(=O)=O)C2CCOC2C)C=C1 |c:11,13,29,t:2,4,7,9|",0,FALSE,Z8854581182
1123,CC(=O)Nc1ccc(N)nc1,Cc1nn(cc1C=O)C2CC2,CC(C)(C)OC(=O)N1CCC(CC1)[N+]#[C-],"CC(=O)NC1=CN2C(C=C1)=NC(=C2NC1CCN(CC1)C(=O)OC(C)(C)C)C1=CN(N=C1C)C1CC1 |c:8,10,12,33,t:4,30|",0,FALSE,Z8835022897
1124,CNS(=O)(=O)c1ccc(N)nc1,CC(C)(C)OC(=O)NC(C=O)C1COC1,CC(C)[N+]#[C-],"CNS(=O)(=O)C1=CN2C(C=C1)=NC(C(NC(=O)OC(C)(C)C)C1COC1)=C2NC(C)C |c:9,11,27,t:5|",0,FALSE,Z8855739262
1125,Nc1cccc(C#N)n1,Fc1cncc(F)c1C=O,CC(C)(C)OC(=O)NCCC[N+]#[C-],"CC(C)(C)OC(=O)NCCCNC1=C(N=C2C=CC=C(C#N)N12)C1=C(F)C=NC=C1F |c:16,25,28,30,t:12,14,18|",0,FALSE,Z8846492017
1126,CNC(=O)c1ccc(N)nn1,CC1CN(CCC1C=O)C(=O)OC(C)(C)C,COCC[N+]#[C-],"CNC(=O)C1=NN2C(C=C1)=NC(C1CCN(CC1C)C(=O)OC(C)(C)C)=C2NCCOC |c:8,10,27,t:4|",0,FALSE,Z8855619678
