Entry,Component_A_SMILES,Component_B_SMILES,Component_C_SMILES,Product_SMILES,Yield_Percent,Is_Synthesizable,Z_ID
1769,Nc1ccc2CCC(O)c2n1,CC(C)(C)OC(=O)NC1(CC=O)CCCC1,CCOCC[N+]#[C-],"CCOCCNC1=C(CC2(CCCC2)NC(=O)OC(C)(C)C)N=C2C=CC3=C(C(O)CC3)N12 |c:6,25,t:23,27|",25.2,TRUE,Z8873685499
1683,Nc1cnccn1,CC(C)(CC=O)C#N,COc1ccc(C[N+]#[C-])cc1,"COC1=CC=C(CNC2=C(CC(C)(C)C#N)N=C3C=NC=CN23)C=C1 |c:8,18,20,25,t:2,4,16|",25.3,TRUE,Z8878918554
1744,CP(=O)(C)c1ccnc(N)c1,Fc1ccc(C#C)cc1C=O,[C-]#[N+]C1CCOCC1,"CP(C)(=O)C1=CC2=NC(=C(NC3CCOCC3)N2C=C1)C1=C(F)C=CC(=C1)C#C |c:20,23,26,28,t:4,6,8|",25.3,TRUE,Z8873684685
1612,Cc1cccnc1N,Cc1nocc1C=O,[C-]#[N+]CC1CC1,"CC1=NOC=C1C1=C(NCC2CC2)N2C=CC=C(C)C2=N1 |c:4,7,16,22,t:1,18|",25.4,TRUE,Z8855619657
1722,Nc1cccc(CO)n1,Cc1nccnc1C=O,COc1ccc(C[N+]#[C-])cc1,"COC1=CC=C(CNC2=C(N=C3C=CC=C(CO)N23)C2=C(C)N=CC=N2)C=C1 |c:12,21,24,26,29,t:2,4,8,10,14|",25.4,TRUE,Z8873684722
1741,Nc1ncccc1CO,Cc1cnc(C=O)o1,CC(C)(C)OC(=O)NCCC[N+]#[C-],"CC1=CN=C(O1)C1=C(NCCCNC(=O)OC(C)(C)C)N2C=CC=C(CO)C2=N1 |c:3,7,22,29,t:1,24|",25.4,TRUE,Z8873684796
859,CN(C)S(=O)(=O)c1ccc(N)nc1,CC(C)(C)c1cc(C=O)no1,CCOC(=O)CC[N+]#[C-],"CCOC(=O)CCNC1=C(N=C2C=CC(=CN12)S(=O)(=O)N(C)C)C1=NOC(=C1)C(C)(C)C |c:12,14,28,t:8,10,25|",25.5,TRUE,Z8873685490
1636,Cc1cnc(N)cn1,CCc1nn(C)c(C=O)c1Cl,C[N+]#[C-],"CCC1=NN(C)C(=C1Cl)C1=C(NC)N2C=C(C)N=CC2=N1 |c:6,10,18,21,t:2,15|",25.5,TRUE,Z8878918869
1751,Cl.CC(O)c1cccc(N)n1,Cn1c(=O)n(C)c2c(C=O)cccc12,CSCCC[N+]#[C-],"CSCCCNC1=C(N=C2C=CC=C(C(C)O)N12)C1=C2N(C)C(=O)N(C)C2=CC=C1 |c:10,20,29,31,t:6,8,12|",25.5,TRUE,Z8873684944
213,Nc1cccnn1,O=CCC1CCC=CC1,[C-]#[N+]C1CCOCC1,"C(C1CCC=CC1)C1=C(NC2CCOCC2)N2N=CC=CC2=N1 |c:4,8,19,21,24|",25.6,TRUE,Z8808559853
846,Nc1ncccc1OC(F)F,CCOC(=O)c1cc(C=O)on1,[C-]#[N+]CC1CCOC1,"CCOC(=O)C1=NOC(=C1)C1=C(NCC2CCOC2)N2C=CC=C(OC(F)F)C2=N1 |c:8,11,22,31,t:5,24|",25.6,TRUE,Z8878918785
1646,Nc1cc(ccn1)[N+](=O)[O-],CSC(C)CC=O,CC(C)[N+]#[C-],"CSC(C)CC1=C(NC(C)C)N2C=CC(=CC2=N1)[N+]([O-])=O |c:5,12,14,17|",25.6,TRUE,Z8854581155
1756,Nc1cc(ccn1)C2CCOC2,O=Cc1cnc2NC(=O)CCc2c1,CSCCC[N+]#[C-],"CSCCCNC1=C(N=C2C=C(C=CN12)C1CCOC1)C1=CC2=C(NC(=O)CC2)N=C1 |c:10,12,33,t:6,8,23,25|",25.6,TRUE,Z8855739215
234,CP(=O)(C)c1ccnc(N)c1,"C[C@@H]1C[C@@H]1CCC=O|&1:1,3,r|",[C-]#[N+]C1CCOCC1,"C[C@@H]1C[C@@H]1CCC1=C(NC2CCOCC2)N2C=CC(=CC2=N1)P(C)(C)=O |&1:1,3,r,c:7,18,20,23|",25.7,TRUE,Z8810903008
826,Cc1cnc(N)c(C)c1,Cn1nc(C=O)nc1C(F)(F)F,COCCC[N+]#[C-],"COCCCNC1=C(N=C2N1C=C(C)C=C2C)C1=NN(C)C(=N1)C(F)(F)F |c:8,15,23,t:6,12,19|",25.8,TRUE,Z8873684934
844,Cl.Nc1cccc(n1)S(=O)(=O)N,COc1cc(C)nc(C=O)c1,[C-]#[N+]CC1CCCO1,"COC1=CC(=NC(C)=C1)C1=C(NCC2CCCO2)N2C(C=CC=C2S(N)(=O)=O)=N1 |c:4,7,10,22,24,30,t:2|",25.8,TRUE,Z8873685267
1698,CC(F)(F)c1ccc(N)nc1,Cc1cc(C=O)on1,CSCC[N+]#[C-],"CSCCNC1=C(N=C2C=CC(=CN12)C(C)(F)F)C1=CC(C)=NO1 |c:9,11,23,t:5,7,20|",25.8,TRUE,Z8878918864
214,Nc1cnccn1,O=Cc1ccccc1,Fc1ccc(C[N+]#[C-])cc1,"FC1=CC=C(CNC2=C(N=C3C=NC=CN23)C2=CC=CC=C2)C=C1 |c:11,13,20,22,25,t:1,3,7,9,18|",25.9,TRUE,Z8712538668
804,Nc1nccnc1C2CC2,Cc1cc(C=O)on1,CSCC[N+]#[C-],"CSCCNC1=C(N=C2N1C=CN=C2C1CC1)C1=CC(C)=NO1 |c:7,11,13,23,t:5,20|",26,TRUE,Z8873684624
248,CP(=O)(C)c1cnc(N)cn1,FC(F)(F)Cn1cc(C=O)nn1,CC(C)(C)[N+]#[C-],"CC(C)(C)NC1=C(N=C2C=NC(=CN12)P(C)(C)=O)C1=CN(CC(F)(F)F)N=N1 |c:9,11,28,t:5,7,20|",26.1,TRUE,Z8803896925
825,CN(C)C(=O)c1nc(N)ccc1Cl,FCc1ccccc1C=O,[C-]#[N+]C1CC1,"CN(C)C(=O)C1=C(Cl)C=CC2=NC(=C(NC3CC3)N12)C1=C(CF)C=CC=C1 |c:5,8,22,26,28,t:10,12|",26.1,TRUE,Z8846492014
1763,COC(=O)c1cncc(N)n1,Cc1nc2cc(C=O)ccc2n1C,COC(=O)C1(CCCC1)[N+]#[C-],"COC(=O)C1=CN=CC2=NC(=C(NC3(CCCC3)C(=O)OC)N12)C1=CC2=C(C=C1)N(C)C(C)=N2 |c:6,28,30,36,t:4,8,10,26|",26.2,TRUE,Z8873684885
839,Nc1ccc2nccn2n1,COc1ccc(C=O)c(C)n1,COc1ccc(C[N+]#[C-])cc1,"COC1=CC=C(CNC2=C(N=C3C=CC4=NC=CN4N23)C2=C(C)N=C(OC)C=C2)C=C1 |c:12,16,23,30,33,t:2,4,8,10,14,26|",26.4,TRUE,Z8873685436
1724,Nc1cnc(Br)cn1,Cc1ncc(F)cc1C=O,[C-]#[N+]C1CCOC1,"CC1=C(C=C(F)C=N1)C1=C(NC2CCOC2)N2C=C(Br)N=CC2=N1 |c:6,9,22,25,t:1,3,19|",26.4,TRUE,Z8855739115
1708,Nc1ncccc1OCCF,Cn1nc(C=O)nc1C2CC2,CC(=C)C[N+]#[C-],"CN1N=C(N=C1C1CC1)C1=C(NCC(C)=C)N2C=CC=C(OCCF)C2=N1 |c:2,4,11,19,28,t:21|",26.5,TRUE,Z8873684651
824,CNC(=O)c1cccc(N)n1,Cn1ccc2ccc(C=O)cc12,[C-]#[N+]C1CCOC1,"CNC(=O)C1=CC=CC2=NC(=C(NC3CCOC3)N12)C1=CC2=C(C=CN2C)C=C1 |c:6,26,31,t:4,8,10,22,24|",26.6,TRUE,Z8855619560
865,CC(C)(C)c1ccc(N)nn1,CP(=O)(C)c1ccc(C=O)cc1,CC(C)(C)OC(=O)NCCC[N+]#[C-],"CC(C)(C)OC(=O)NCCCNC1=C(N=C2C=CC(=NN12)C(C)(C)C)C1=CC=C(C=C1)P(C)(C)=O |c:16,18,29,31,t:12,14,27|",26.6,TRUE,Z8803896931
216,Nc1ccc2ccccc2n1,Fc1ccc(C=O)cc1,CCCC[N+]#[C-],"CCCCNC1=C(N=C2C=CC3=C(C=CC=C3)N12)C1=CC=C(F)C=C1 |c:9,13,15,26,t:5,7,11,21,23|",26.7,TRUE,Z8778277625
1635,CC(C)c1nccnc1N,O=Cc1c[nH]nn1,CSCC[N+]#[C-],"CSCCNC1=C(N=C2N1C=CN=C2C(C)C)C1=CNN=N1 |c:7,11,13,22,t:5,19|",26.7,TRUE,Z8873684861
1733,Nc1cccc(F)n1,O=CCCC1OCCO1,CC(C)(C)OC(=O)NCCC[N+]#[C-],"CC(C)(C)OC(=O)NCCCNC1=C(CCC2OCCO2)N=C2C=CC=C(F)N12 |c:12,24,t:22,26|",26.7,TRUE,Z8878918528
232,Nc1cc(Br)ccn1,O=Cc1cc(on1)C2CC2,[C-]#[N+]C1CCOC1,"BrC1=CC2=NC(C3=NOC(=C3)C3CC3)=C(NC3CCOC3)N2C=C1 |c:9,26,t:1,3,6,15|",26.8,TRUE,Z8810902956
827,CC(=O)Nc1ccnc(N)c1,O=Cc1nnc2CCCCn12,CSCCC[N+]#[C-],"CSCCCNC1=C(N=C2C=C(NC(C)=O)C=CN12)C1=NN=C2CCCCN12 |c:16,t:6,8,10,21,23|",26.8,TRUE,Z8878918331
1742,CCc1ccnc(N)c1,O=Cc1csc(C#N)c1,COC(=O)CCC([N+]#[C-])C(=O)OC,"CCC1=CC2=NC(C3=CSC(=C3)C#N)=C(NC(CCC(=O)OC)C(=O)OC)N2C=C1 |c:10,30,t:2,4,7,14|",26.8,TRUE,Z8873684840
1759,Cc1cc(Cl)cnc1N,COC(=O)C1CC(CC=O)C1,COC(=O)CCC([N+]#[C-])C(=O)OC,"COC(=O)CCC(NC1=C(CC2CC(C2)C(=O)OC)N=C2N1C=C(Cl)C=C2C)C(=O)OC |c:8,20,27,t:24|",26.8,TRUE,Z8878918316
1674,Cl.Nc1cc(ccn1)c2ncon2,"C[C@@H]1[C@@H](C=O)C1(F)F|&1:1,2,r|",CC(C)(C)[N+]#[C-],"C[C@@H]1[C@@H](C2=C(NC(C)(C)C)N3C=CC(=CC3=N2)C2=NOC=N2)C1(F)F |&1:1,2,r,c:3,11,13,16,22,t:19|",26.9,TRUE,Z8846492415
1723,CP(=O)(C)c1cccc(N)n1,Fc1cc(C=O)ccc1C2CC2,CC(C)(C)[N+]#[C-],"CC(C)(C)NC1=C(N=C2C=CC=C(N12)P(C)(C)=O)C1=CC(F)=C(C=C1)C1CC1 |c:9,11,23,25,t:5,7,20|",26.9,TRUE,Z8873684866
847,Cl.Nc1cc(ccn1)S(=O)(=O)N,CCCCc1nc(C=O)c[nH]1,CCOC(=O)CCC[N+]#[C-],"CCCCC1=NC(=CN1)C1=C(NCCCC(=O)OCC)N2C=CC(=CC2=N1)S(N)(=O)=O |c:6,10,22,24,27,t:4|",27,TRUE,Z8854581177
1623,CC(C)(O)c1cccc(N)n1,Cc1cnccc1C=O,CC[N+]#[C-],"CCNC1=C(N=C2C=CC=C(N12)C(C)(C)O)C1=C(C)C=NC=C1 |c:7,9,18,21,23,t:3,5|",27,TRUE,Z8878918516
1692,CS(=O)(=O)CCOc1cccnc1N,CC1CC1C=O,CC(=C)C[N+]#[C-],"CC1CC1C1=C(NCC(C)=C)N2C=CC=C(OCCS(C)(=O)=O)C2=N1 |c:5,13,25,t:15|",27,TRUE,Z8873684943
1718,Nc1cc(C#N)c(Cl)cn1,COC(C=O)C1CCCC1,[C-]#[N+]CC1CCOC1,"COC(C1CCCC1)C1=C(NCC2CCOC2)N2C=C(Cl)C(=CC2=N1)C#N |c:9,23,26,t:20|",27,TRUE,Z8878918559
1743,Cl.CN(C)C(=O)c1ccc(N)nc1,"O=C[C@@H]1C[C@H]1c2ccsc2|&1:2,4,r|",COC(=O)C1CC(C1)[N+]#[C-],"COC(=O)C1CC(C1)NC1=C(N=C2C=CC(=CN12)C(=O)N(C)C)[C@@H]1C[C@H]1C1=CSC=C1 |&1:23,25,r,c:14,16,33,t:10,12,30|",27,TRUE,Z8873684637
1772,CN(C)C(=O)c1nc(N)ccc1Cl,CP(=O)(C)c1ccc(C=O)cn1,COc1ccccc1[N+]#[C-],"COC1=C(NC2=C(N=C3C=CC(Cl)=C(N23)C(=O)N(C)C)C2=CN=C(C=C2)P(C)(C)=O)C=CC=C1 |c:2,9,12,24,26,33,35,t:5,7,22|",27,TRUE,Z8849597827
793,Cl.Nc1cc2CCCOc2cn1,Cc1nnc(C=O)[nH]1,CCC(C)[N+]#[C-],"CCC(C)NC1=C(N=C2C=C3CCCOC3=CN12)C1=NN=C(C)N1 |c:16,t:5,7,9,21,23|",27.2,TRUE,Z8873685425
1707,CS(=O)(=O)c1ccnc(N)c1,COC(=O)c1ncc(C=O)s1,CC[N+]#[C-],"CCNC1=C(N=C2C=C(C=CN12)S(C)(=O)=O)C1=CN=C(S1)C(=O)OC |c:7,9,20,t:3,5,18|",27.2,TRUE,Z8878918866
1730,CS(=O)(=O)c1ccc(N)nc1,O=CCC1(CCC1)C#N,Cc1cc(F)ccc1[N+]#[C-],"CC1=C(NC2=C(CC3(CCC3)C#N)N=C3C=CC(=CN23)S(C)(=O)=O)C=CC(F)=C1 |c:1,4,16,18,27,30,t:14|",27.2,TRUE,Z8835022903
799,Nc1cnc(F)cn1,CCc1nnc(C=O)[nH]1,Fc1ccc([N+]#[C-])cc1,"CCC1=NN=C(N1)C1=C(NC2=CC=C(F)C=C2)N2C=C(F)N=CC2=N1 |c:4,8,16,23,26,t:2,11,13,20|",27.3,TRUE,Z8873684930
835,Cc1cn2nc(N)cc(C)c2n1,COc1ccc(C=O)cc1OCC2CC2,CCC[N+]#[C-],"CCCNC1=C(N=C2C=C(C)C3=NC(C)=CN3N12)C1=CC(OCC2CC2)=C(OC)C=C1 |c:14,33,t:4,6,8,11,21,29|",27.3,TRUE,Z8873684682
840,Nc1nccc2OCCc21,CP(=O)(C)c1ccc(C=O)cn1,CCOC(=O)CC[N+]#[C-],"CCOC(=O)CCNC1=C(N=C2N1C=CC1=C2CCO1)C1=CN=C(C=C1)P(C)(C)=O |c:10,14,16,25,27,t:8,23|",27.3,TRUE,Z8873684941
1536,Nc1cc(C#N)ccn1,CC(C)(CC=O)C#N,C[N+]#[C-],"CNC1=C(CC(C)(C)C#N)N=C2C=C(C=CN12)C#N |c:2,12,14,t:10|",27.3,TRUE,Z8854581149
1711,Cl.Nc1cc(OCCO)ccn1,CCOC(=O)c1nnc(C=O)[nH]1,[C-]#[N+]C1CCC1,"CCOC(=O)C1=NN=C(N1)C1=C(NC2CCC2)N2C=CC(OCCO)=CC2=N1 |c:7,11,20,26,29,t:5|",27.3,TRUE,Z8855739092
815,Cc1cc(C#N)cc(N)n1,Cn1nnc2c(C=O)cccc12,CSCC[N+]#[C-],"CSCCNC1=C(N=C2C=C(C=C(C)N12)C#N)C1=C2N=NN(C)C2=CC=C1 |c:9,19,21,26,28,t:5,7,11|",27.4,TRUE,Z8873684768
1661,Nc1cc(ccn1)n2ccnc2,O=CCCN1CCOC1=O,CC[N+]#[C-],"CCNC1=C(CCN2CCOC2=O)N=C2C=C(C=CN12)N1C=CN=C1 |c:3,16,18,24,26,t:14|",27.4,TRUE,Z8846491754
1731,Cl.Cc1ccnc(N)c1C,CC1(C)OCCC1C=O,COC(=O)CCC([N+]#[C-])C(=O)OC,"COC(=O)CCC(NC1=C(N=C2N1C=CC(C)=C2C)C1CCOC1(C)C)C(=O)OC |c:10,14,17,t:8|",27.4,TRUE,Z8873684611
217,CN(C)Cc1ccnc(N)c1,Cc1nn(C)c(C)c1C=O,[C-]#[N+]CC1CC1,"CN(C)CC1=CC2=NC(=C(NCC3CC3)N2C=C1)C1=C(C)N(C)N=C1C |c:18,21,26,t:4,6,8|",27.5,TRUE,Z8798985065
1620,Nc1ccc(CCO)cn1,Cc1cc(C=O)on1,CC(C)(C)[N+]#[C-],"CC1=NOC(=C1)C1=C(NC(C)(C)C)N2C=C(CCO)C=CC2=N1 |c:4,7,20,23,t:1,15|",27.5,TRUE,Z8873684676
1658,Cc1nc(N)ccc1C#C,"O=C[C@@H]1C[C@H]1C2OCCO2|&1:2,4,r|",CC(C)(C)[N+]#[C-],"CC1=C(C=CC2=NC([C@@H]3C[C@H]3C3OCCO3)=C(NC(C)(C)C)N12)C#C |&1:8,10,r,c:3,t:1,5,17|",27.5,TRUE,Z8873684729
238,Nc1nccnc1N2CCCC2,CCn1ccc(C=O)n1,CCOC(=O)CCC[N+]#[C-],"CCOC(=O)CCCNC1=C(N=C2N1C=CN=C2N1CCCC1)C1=NN(CC)C=C1 |c:11,15,17,31,t:9,26|",27.6,TRUE,Z8784060255
247,COc1ccnc(N)c1,COC(=O)CCC(C)C=O,COC(=O)CCC([N+]#[C-])C(=O)OC,"COC(=O)CCC(C)C1=C(NC(CCC(=O)OC)C(=O)OC)N2C=CC(OC)=CC2=N1 |c:8,23,27,30|",27.6,TRUE,Z8801681822
841,Cl.CS(=O)(=O)Nc1ccc(N)nc1,CN(C1CC(C1)C=O)C(=O)OC(C)(C)C,CC[N+]#[C-],"CCNC1=C(N=C2C=CC(NS(C)(=O)=O)=CN12)C1CC(C1)N(C)C(=O)OC(C)(C)C |c:7,14,t:3,5|",27.6,TRUE,Z8878918906
850,CP(=O)(C)c1cccc(N)n1,COc1cc(C=O)ccc1S(=O)(=O)C,CSCC[N+]#[C-],"COC1=C(C=CC(=C1)C1=C(NCCSC)N2C(C=CC=C2P(C)(C)=O)=N1)S(C)(=O)=O |c:4,6,9,18,20,26,t:2|",27.6,TRUE,Z8873684911
1721,Nc1cccc(CO)n1,C=CCCn1cc(C=O)nn1,COc1ccc(C[N+]#[C-])cc1,"COC1=CC=C(CNC2=C(N=C3C=CC=C(CO)N23)C2=CN(CCC=C)N=N2)C=C1 |c:12,28,31,t:2,4,8,10,14,21|",27.6,TRUE,Z8854581145
1686,Nc1cc(ccn1)[N+](=O)[O-],O=Cc1ccc(C#C)nc1,FC1(F)CC(C1)[N+]#[C-],"[O-][N+](=O)C1=CC2=NC(=C(NC3CC(F)(F)C3)N2C=C1)C1=CN=C(C=C1)C#C |c:19,24,26,t:3,5,7,22|",27.7,TRUE,Z8873685272
811,Nc1cc(ccn1)[N+](=O)[O-],CCc1cccnc1C=O,FC1(F)CC(C1)[N+]#[C-],"CCC1=C(N=CC=C1)C1=C(NC2CC(F)(F)C2)N2C=CC(=CC2=N1)[N+]([O-])=O |c:4,6,9,20,22,25,t:2|",27.8,TRUE,Z8873685281
853,CS(=O)(=O)c1ccc(N)nc1,Cn1nc(C=O)c2COCCc21,CC(C)(C)OC(=O)NCC[N+]#[C-],"CN1N=C(C2=C1CCOC2)C1=C(NCCNC(=O)OC(C)(C)C)N2C=C(C=CC2=N1)S(C)(=O)=O |c:2,4,12,26,28,31|",28,TRUE,Z8855619628
242,Nc1ncc(cc1C#C)C(F)(F)F,O=Cc1ccsc1,CCOC(=O)CCC[N+]#[C-],"CCOC(=O)CCCNC1=C(N=C2N1C=C(C=C2C#C)C(F)(F)F)C1=CSC=C1 |c:11,15,17,29,t:9,26|",28.1,TRUE,Z8780122088
1685,NC(=O)c1cccc(N)n1,O=CCCc1cnco1,CC([N+]#[C-])c1ccccc1,"CC(NC1=C(CCC2=CN=CO2)N=C2C=CC=C(N12)C(N)=O)C1=CC=CC=C1 |c:3,9,15,17,27,29,t:7,13,25|",28.1,TRUE,Z8878918902
1709,CP(=O)(C)c1ccnc(N)c1,FC(F)(Cl)c1ccc(C=O)cc1,CC[N+]#[C-],"CCNC1=C(N=C2C=C(C=CN12)P(C)(C)=O)C1=CC=C(C=C1)C(F)(F)Cl |c:7,9,20,22,t:3,5,18|",28.1,TRUE,Z8846492144
1761,Nc1ccc(cn1)S(=O)(=O)N,CCn1nc(Br)nc1C=O,CC([N+]#[C-])c1ccccc1,"CCN1N=C(Br)N=C1C1=C(NC(C)C2=CC=CC=C2)N2C=C(C=CC2=N1)S(N)(=O)=O |c:6,9,16,18,22,24,27,t:3,14|",28.1,TRUE,Z8873685434
1720,Cl.Nc1cc(ccn1)S(=O)(=O)N,O=CC1CCSC1,CCOC(=O)CCC[N+]#[C-],"CCOC(=O)CCCNC1=C(N=C2C=C(C=CN12)S(N)(=O)=O)C1CCSC1 |c:13,15,t:9,11|",28.2,TRUE,Z8878918614
1747,CP(=O)(C)c1ccnc(N)c1,COc1cc(C=O)ccc1S(=O)(=O)C,CSCC[N+]#[C-],"COC1=C(C=CC(=C1)C1=C(NCCSC)N2C=CC(=CC2=N1)P(C)(C)=O)S(C)(=O)=O |c:4,6,9,17,19,22,t:2|",28.2,TRUE,Z8873684927
1629,Nc1cc(ccn1)n2ccnc2,FC1(F)CC21CC2C=O,CC[N+]#[C-],"CCNC1=C(N=C2C=C(C=CN12)N1C=CN=C1)C1CC11CC1(F)F |c:7,9,15,17,t:3,5|",28.3,TRUE,Z8878918910
1703,NC(=O)c1ccc(N)nc1,COc1cc(C=O)ncn1,Fc1ccc(C[N+]#[C-])cc1,"COC1=NC=NC(=C1)C1=C(NCC2=CC=C(F)C=C2)N2C=C(C=CC2=N1)C(N)=O |c:4,6,9,18,22,24,27,t:2,13,15|",28.3,TRUE,Z8878918391
1755,Cn1ccc(n1)c2ccc(N)nc2,CC(C)c1cc(C=O)no1,COC(=O)CCC([N+]#[C-])C(=O)OC,"COC(=O)CCC(NC1=C(N=C2C=CC(=CN12)C1=NN(C)C=C1)C1=NOC(=C1)C(C)C)C(=O)OC |c:12,14,23,29,t:8,10,19,26|",28.3,TRUE,Z8829498623
831,Cl.Nc1cc(OCCO)ccn1,CCOC(=O)COc1ccc(C=O)cc1,[C-]#[N+]C1COC1,"CCOC(=O)COC1=CC=C(C=C1)C1=C(NC2COC2)N2C=CC(OCCO)=CC2=N1 |c:9,11,14,23,29,32,t:7|",28.4,TRUE,Z8878918409
842,NC(=O)c1ccnc(N)c1,Clc1ccc(cc1)c2nc(C=O)cs2,[C-]#[N+]C1CCOCC1,"NC(=O)C1=CC2=NC(=C(NC3CCOCC3)N2C=C1)C1=CSC(=N1)C1=CC=C(Cl)C=C1 |c:19,25,33,t:3,5,7,22,28,30|",28.4,TRUE,Z8873685470
1577,Cc1cnc(N)cn1,CN(C)c1cc(C=O)ccn1,C[N+]#[C-],"CNC1=C(N=C2C=NC(C)=CN12)C1=CC(=NC=C1)N(C)C |c:6,9,16,18,t:2,4,14|",28.5,TRUE,Z88557391071
160,Cc1ccc(N)nc1,COc1ccc(C=O)cc1,C[N+]#[C-],"CNC1=C(N=C2C=CC(C)=CN12)C1=CC=C(OC)C=C1 |c:6,9,20,t:2,4,14,16|",28.7,TRUE,Z8712537091
246,CCc1cccc(N)n1,FC(F)c1cccc(C=O)n1,COC(=O)CCC([N+]#[C-])C(=O)OC,"CCC1=CC=CC2=NC(=C(NC(CCC(=O)OC)C(=O)OC)N12)C1=NC(=CC=C1)C(F)F |c:4,27,29,t:2,6,8,25|",28.7,TRUE,Z8810903044
1643,CP(=O)(C)c1ccc(N)nc1,O=CC1CC2CC2C1,CC(C)(C)[N+]#[C-],"CC(C)(C)NC1=C(N=C2C=CC(=CN12)P(C)(C)=O)C1CC2CC2C1 |c:9,11,t:5,7|",28.7,TRUE,Z8878918486
1647,Cc1cc(C#N)cc(N)n1,Cn1c(=O)oc2cc(C=O)ccc12,CC[N+]#[C-],"CCNC1=C(N=C2C=C(C=C(C)N12)C#N)C1=CC2=C(C=C1)N(C)C(=O)O2 |c:7,19,21,t:3,5,9,17|",28.8,TRUE,Z8849597804
1680,Nc1ccc(cn1)c2cccnc2,CCn1nncc1C=O,COCCC[N+]#[C-],"CCN1N=NC=C1C1=C(NCCCOC)N2C=C(C=CC2=N1)C1=CN=CC=C1 |c:3,5,8,17,19,22,27,29,t:25|",28.8,TRUE,Z8878918529
1693,Nc1cncc(CO)n1,CP(=O)(C)c1ccccc1C=O,COCCC[N+]#[C-],"COCCCNC1=C(N=C2C=NC=C(CO)N12)C1=C(C=CC=C1)P(C)(C)=O |c:10,21,23,t:6,8,12,19|",28.8,TRUE,Z8873685481
816,CP(=O)(C)c1cccc(N)n1,Clc1cccc2ccc(C=O)nc12,CC[N+]#[C-],"CCNC1=C(N=C2C=CC=C(N12)P(C)(C)=O)C1=NC2=C(C=CC=C2Cl)C=C1 |c:7,9,22,24,28,t:3,5,18,20|",28.9,TRUE,Z8846492148
851,CS(=O)(=O)c1ccnc(N)c1,Brc1cnn(c1)c2ccc(C=O)cc2,[C-]#[N+]C1COC1,"CS(=O)(=O)C1=CC2=NC(=C(NC3COC3)N2C=C1)C1=CC=C(C=C1)N1C=C(Br)C=N1 |c:18,23,25,32,t:4,6,8,21,29|",28.9,TRUE,Z8873684765
1678,Nc1cnccn1,O=CCC1(CCOCC1)C#N,COc1ccc(C[N+]#[C-])cc1,"COC1=CC=C(CNC2=C(CC3(CCOCC3)C#N)N=C3C=NC=CN23)C=C1 |c:8,22,24,29,t:2,4,20|",28.9,TRUE,Z88789185991
834,Cl.CN(C)C(=O)c1ccc(N)nc1,COc1ccc(C=O)nn1,[C-]#[N+]CCOCc1ccccc1,"COC1=NN=C(C=C1)C1=C(NCCOCC2=CC=CC=C2)N2C=C(C=CC2=N1)C(=O)N(C)C |c:4,6,9,18,20,24,26,29,t:2,16|",29.1,TRUE,Z8849597837
1717,CNS(=O)(=O)c1ccc(N)nc1,Fc1cc(C#C)cc(F)c1C=O,[C-]#[N+]C1COC1,"CNS(=O)(=O)C1=CN2C(C=C1)=NC(=C2NC1COC1)C1=C(F)C=C(C=C1F)C#C |c:9,11,13,22,25,27,t:5|",29.1,TRUE,Z8837933171
810,CP(=O)(C)c1ccnc(N)c1,Cc1cncc(C)c1C=O,CSCC[N+]#[C-],"CSCCNC1=C(N=C2C=C(C=CN12)P(C)(C)=O)C1=C(C)C=NC=C1C |c:9,11,20,23,25,t:5,7|",29.2,TRUE,Z8878918836
1590,CS(=O)(=O)c1ccnc(N)c1,O=Cc1cocn1,CC[N+]#[C-],"CCNC1=C(N=C2C=C(C=CN12)S(C)(=O)=O)C1=COC=N1 |c:7,9,21,t:3,5,18|",29.2,TRUE,Z8873685462
1746,Cc1cn2nc(N)cc(C)c2n1,Cc1cnc(C=O)c(C)c1,CC(C)(C)OC(=O)NCCCC[N+]#[C-],"CC1=CN2N3C(C=C(C)C2=N1)=NC(=C3NCCCCNC(=O)OC(C)(C)C)C1=C(C)C=C(C)C=N1 |c:10,12,14,30,36,t:1,6,33|",29.2,TRUE,Z8878918890
1719,Cc1nc(Cl)cnc1N,O=Cc1ccns1,COC(=O)CCC([N+]#[C-])C(=O)OC,"COC(=O)CCC(NC1=C(N=C2N1C=C(Cl)N=C2C)C1=CC=NS1)C(=O)OC |c:10,17,23,t:8,14,21|",29.3,TRUE,Z8878918820
1684,Cc1cncc(N)n1,O=Cc1cnc2COCCn12,COc1ccc(C[N+]#[C-])cc1,"COC1=CC=C(CNC2=C(N=C3C=NC=C(C)N23)C2=CN=C3COCCN23)C=C1 |c:12,31,t:2,4,8,10,14,20,22|",29.4,TRUE,Z8878918546
1706,Nc1ncccc1Cl,CN(C)S(=O)(=O)c1cccc(C=O)c1,COCC[N+]#[C-],"COCCNC1=C(N=C2N1C=CC=C2Cl)C1=CC(=CC=C1)S(=O)(=O)N(C)C |c:7,11,13,19,21,t:5,17|",29.4,TRUE,Z8873684599
237,Nc1ncccc1OCCF,COc1c(C=O)c(C)nn1C,COc1cccc(C[N+]#[C-])c1,"COC1=C(C(C)=NN1C)C1=C(NCC2=CC(OC)=CC=C2)N2C=CC=C(OCCF)C2=N1 |c:5,10,18,20,24,33,t:2,14,26|",29.5,TRUE,Z8803896932
